date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:41:33	567492/567492	---M--	200	added ('OK')	image/png	etag:%2286f0055ab46d9ee3c1d0def63993fc3b%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640941264109b2792ca42d03_Estately%20Property%20-%20Beach%20Pros%20Realty%20Inc.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640941264109b2792ca42d03_Estately%20Property%20-%20Beach%20Pros%20Realty%20Inc.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:34	448143/448143	---M--	200	added ('OK')	image/png	etag:%2261f198114caba3642609c650eedd25d8%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6409416984b6bfdd0671f341_Estately%20Property%20-%20Beacon%20Homes%20LLC.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6409416984b6bfdd0671f341_Estately%20Property%20-%20Beacon%20Homes%20LLC.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:35	286821/286821	---M--	200	added ('OK')	image/png	etag:%2262df648b56f0e041e9de0815384773ac%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640941d38291c6aff6fbb30c_Estately%20Property%20-%20Herringbone%20Realty.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640941d38291c6aff6fbb30c_Estately%20Property%20-%20Herringbone%20Realty.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:35	1068/1068	---M--	200	added ('OK')	image/png	etag:%22684be8cd89951033ffc5c745cf32f57d%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6409961cf73feb82abb7cc0e_Estately%20Property%20Category%20-%20Studio.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6409961cf73feb82abb7cc0e_Estately%20Property%20Category%20-%20Studio.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:36	733/733	---M--	200	added ('OK')	image/png	etag:%226615f82bf7c46d43c2c0a8333a9558ea%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6409963f26e7bf29b0d038f1_Estately%20Property%20Category%20-%20Appartment.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6409963f26e7bf29b0d038f1_Estately%20Property%20Category%20-%20Appartment.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:37	975/975	---M--	200	added ('OK')	image/png	etag:%2259d40fc6faa357631bf0d227198983f0%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6409965ae1bc75daaff7e38c_Estately%20Property%20Category%20-%20Office.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6409965ae1bc75daaff7e38c_Estately%20Property%20Category%20-%20Office.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:39	43868/43868	---M--	200	added ('OK')	image/webp	etag:%2203eeab6f48f4415be563ed253c0f57b7%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/6409474abd9742e8ad44dc5a_Estately%20City%20-%20Pasadena%2C%20Oklahoma.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/6409474abd9742e8ad44dc5a_Estately%20City%20-%20Pasadena,%20Oklahoma.webp	(from https://homezy.webflow.io/homes/home-v1)
13:41:40	46010/46010	---M--	200	added ('OK')	image/webp	etag:%228e506d966691f435b86251184fc4859b%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/6409474a7fd40506a8ea4ee7_Estately%20City%20-%20Lafayette%2C%20California.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/6409474a7fd40506a8ea4ee7_Estately%20City%20-%20Lafayette,%20California.webp	(from https://homezy.webflow.io/homes/home-v1)
13:41:40	44740/44740	---M--	200	added ('OK')	image/webp	etag:%2240b445cc40e036e867264279f955a8f1%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/6409474adf7cb86d6497b16b_Estately%20City%20-%20New%20York.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/6409474adf7cb86d6497b16b_Estately%20City%20-%20New%20York.webp	(from https://homezy.webflow.io/homes/home-v1)
13:41:42	162344/162344	---M--	200	added ('OK')	image/png	etag:%224d1789250d6af46c3949b46a9fa29fef%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640883ac50950b32586b576f_Estately%20Agent%20-%20Robert%20Fox.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640883ac50950b32586b576f_Estately%20Agent%20-%20Robert%20Fox.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:43	206691/206691	---M--	200	added ('OK')	image/png	etag:%22795e8f651add2180cf1876ad51be8ed8%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640884e81004c52109317730_Estately%20Agent%20-%20Guy%20Hawkins.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640884e81004c52109317730_Estately%20Agent%20-%20Guy%20Hawkins.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:44	231589/231589	---M--	200	added ('OK')	image/png	etag:%229eca5b3a51c53080a2949ec27afaa282%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6408855c52688225ab1f7d5c_Estately%20Agent%20-%20Jane%20Cooper.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6408855c52688225ab1f7d5c_Estately%20Agent%20-%20Jane%20Cooper.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:45	196912/196912	---M--	200	added ('OK')	image/png	etag:%22b18b633ec65b6bc524bd470d1a6e376d%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/64088735465a026d81e401c4_Estately%20Agent%20-%20Wade%20Warren.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/64088735465a026d81e401c4_Estately%20Agent%20-%20Wade%20Warren.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:46	160724/160724	---M--	200	added ('OK')	image/png	etag:%2225f8dca62dbe472680fd558ce4e47e15%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6408878ade89a216505586e7_Estately%20Agent%20-%20Kathryn%20Murphy.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6408878ade89a216505586e7_Estately%20Agent%20-%20Kathryn%20Murphy.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:46	681/681	---M--	200	added ('OK')	image/png	etag:%22edf81089d194c72fc7869dd11803af86%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/640947b986523a175d1099d1_Estately%20Brand%20-%20Asana.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/640947b986523a175d1099d1_Estately%20Brand%20-%20Asana.png	(from https://homezy.webflow.io/homes/home-v1)
13:41:48	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=63dccc1ba88f450bf57ed4e1	/Users/orjijoseph/websites/Home%20invest/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8f445.js	(from https://homezy.webflow.io/homes/home-v1)
13:41:48	471517/471517	---M-Z	200	added ('OK')	text/javascript	etag:%221e0f9ce4d92be1aa8a52151a9dbd605b%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/js/webflow.89be3d23c.js	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/js/webflow.89be3d23c.js	(from https://homezy.webflow.io/homes/home-v1)
13:41:50	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2013%20Nov%202023%2012:41:50%20GMT	https://fonts.googleapis.com/robots.txt		(from https://homezy.webflow.io/homes/home-v1)
13:41:50	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2012:41:50%20GMT	https://fonts.gstatic.com/robots.txt		(from https://homezy.webflow.io/homes/home-v1)
13:41:52	84768/84768	---M--	200	added ('OK')	image/webp	etag:%22110f2de7b876427f03faa6953815091a%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/63eaf7b24d1814e7823d282b_Hero%20V3%20Illustration.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/63eaf7b24d1814e7823d282b_Hero%20V3%20Illustration.webp	(from https://homezy.webflow.io/homes/home-v3)
13:41:53	428859/428859	---M--	200	added ('OK')	image/png	etag:%22e42eb04a71daaf6b6e748983c1c39236%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/64098de6f0c86240228dd40f_Estately%20Property%20-%20COVA%20Home%20Realty.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/64098de6f0c86240228dd40f_Estately%20Property%20-%20COVA%20Home%20Realty.png	(from https://homezy.webflow.io/homes/home-v3)
13:41:53	7376/7376	---M--	200	added ('OK')	image/webp	etag:%22f7b1b54f0dd2e07c5df8b761a87dcb02%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/64094d3426e7bfef1dcb94fe_Estately%20Agent%20-%20Edwin%20Martins.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/64094d3426e7bfef1dcb94fe_Estately%20Agent%20-%20Edwin%20Martins.webp	(from https://homezy.webflow.io/homes/home-v3)
13:41:54	26016/26016	---M--	200	added ('OK')	image/webp	etag:%2247a5f39b1cb273f745e2338187234ffa%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/63fad65a69cf80b2940a79e3_Benefits%20Section%20Illustration.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/63fad65a69cf80b2940a79e3_Benefits%20Section%20Illustration.webp	(from https://homezy.webflow.io/homes/home-v3)
13:41:56	186659/186659	---M--	200	added ('OK')	image/png	etag:%22c1af07b2104b5fe24ff1754fe355be60%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640888077186c654c10327c8_Estately%20Agent%20-%20Jenny%20Wilson.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640888077186c654c10327c8_Estately%20Agent%20-%20Jenny%20Wilson.png	(from https://homezy.webflow.io/homes/home-v3)
13:41:57	137082/137082	---M--	200	added ('OK')	image/png	etag:%22e9f9bfc36497ed7d951aa1a9dd038ee5%22	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6408885da0d6de3d59d852df_Estately%20Agent%20-%20Albert%20Flores.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6408885da0d6de3d59d852df_Estately%20Agent%20-%20Albert%20Flores.png	(from https://homezy.webflow.io/homes/home-v3)
13:41:57	7852/7852	---M--	200	added ('OK')	image/webp	etag:%22ae1e29dc60220a58d403327bd499029e%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/64094d34bd974241984537bd_Estately%20Agent%20-%20Robert%20Fox.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/64094d34bd974241984537bd_Estately%20Agent%20-%20Robert%20Fox.webp	(from https://homezy.webflow.io/homes/home-v3)
13:41:58	15948/15948	---M--	200	added ('OK')	image/webp	etag:%225fdb99815b56f1f134424d149df74ad1%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/64094d3598a4d32aa3abb791_Estately%20Agent%20-%20Jane%20Cooper.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/64094d3598a4d32aa3abb791_Estately%20Agent%20-%20Jane%20Cooper.webp	(from https://homezy.webflow.io/homes/home-v3)
13:41:59	10136/10136	---M--	200	added ('OK')	image/webp	etag:%22130c9106ce6d6ba6522554bc95aa7178%22	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/64094d355054f644f34b97b5_Estately%20Agent%20-%20Guy%20Hawkins.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/64094d355054f644f34b97b5_Estately%20Agent%20-%20Guy%20Hawkins.webp	(from https://homezy.webflow.io/homes/home-v3)
13:42:01	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2013%20Nov%202023%2012:42:00%20GMT	https://uploads-ssl.webflow.com/robots.txt		(from https://homezy.webflow.io/homes/home-v1)
13:42:01	0/-1	---M--	502	error ('')			https://homezy.webflow.io/homes/home-v2	/Users/orjijoseph/websites/Home%20invest/homezy.webflow.io/homes/home-v2.html	(from https://homezy.webflow.io/homes/home-v1)
13:42:01	0/-1	---M--	502	error ('')			https://homezy.webflow.io/homes/home-v2	/Users/orjijoseph/websites/Home%20invest/homezy.webflow.io/homes/home-v2.html	(from https://homezy.webflow.io/homes/home-v1)
13:42:44	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:42:01%20GMT	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6408c97fa5cfb40dad59f9c6_Estately%20Property%20-%20COVA%20Home%20Realty.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6408c97fa5cfb40dad59f9c6_Estately%20Property%20-%20COVA%20Home%20Realty.png	(from https://homezy.webflow.io/homes/home-v1)
13:42:44	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:42:01%20GMT	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/63e4880695aaa2d135ece75b_Hero%20V1%20Illustration%20Item%202.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/63e4880695aaa2d135ece75b_Hero%20V1%20Illustration%20Item%202.webp	(from https://homezy.webflow.io/homes/home-v1)
13:42:45	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:42:02%20GMT	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640886d049e094cd138f0ef4_Estately%20Agent%20-%20Edwin%20Martins.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640886d049e094cd138f0ef4_Estately%20Agent%20-%20Edwin%20Martins.png	(from https://homezy.webflow.io/homes/home-v1)
13:43:29	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:42:46%20GMT	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640941264109b2792ca42d03_Estately%20Property%20-%20Beach%20Pros%20Realty%20Inc.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640941264109b2792ca42d03_Estately%20Property%20-%20Beach%20Pros%20Realty%20Inc.png	(from https://homezy.webflow.io/homes/home-v1)
13:43:29	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:42:46%20GMT	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6409416984b6bfdd0671f341_Estately%20Property%20-%20Beacon%20Homes%20LLC.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6409416984b6bfdd0671f341_Estately%20Property%20-%20Beacon%20Homes%20LLC.png	(from https://homezy.webflow.io/homes/home-v1)
13:43:30	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:42:47%20GMT	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640941d38291c6aff6fbb30c_Estately%20Property%20-%20Herringbone%20Realty.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640941d38291c6aff6fbb30c_Estately%20Property%20-%20Herringbone%20Realty.png	(from https://homezy.webflow.io/homes/home-v1)
13:43:47	13188/13188	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	/Users/orjijoseph/websites/Home%20invest/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://homezy.webflow.io/homes/home-v1)
13:44:14	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:43:30%20GMT	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/6409474abd9742e8ad44dc5a_Estately%20City%20-%20Pasadena%2C%20Oklahoma.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/6409474abd9742e8ad44dc5a_Estately%20City%20-%20Pasadena,%20Oklahoma.webp	(from https://homezy.webflow.io/homes/home-v1)
13:44:15	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:43:31%20GMT	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/63e48806d598a31ec5761f5c_Hero%20V1%20Illustration%20Item%201.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/63e48806d598a31ec5761f5c_Hero%20V1%20Illustration%20Item%201.webp	(from https://homezy.webflow.io/homes/home-v1)
13:44:16	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:43:32%20GMT	https://uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/6409474adf7cb86d6497b16b_Estately%20City%20-%20New%20York.webp	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/63dccc1ba88f450bf57ed4e1/6409474adf7cb86d6497b16b_Estately%20City%20-%20New%20York.webp	(from https://homezy.webflow.io/homes/home-v1)
13:44:33	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:43:49%20GMT	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640883ac50950b32586b576f_Estately%20Agent%20-%20Robert%20Fox.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640883ac50950b32586b576f_Estately%20Agent%20-%20Robert%20Fox.png	(from https://homezy.webflow.io/homes/home-v1)
13:44:59	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:44:16%20GMT	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640884e81004c52109317730_Estately%20Agent%20-%20Guy%20Hawkins.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/640884e81004c52109317730_Estately%20Agent%20-%20Guy%20Hawkins.png	(from https://homezy.webflow.io/homes/home-v1)
13:45:00	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2013%20Nov%202023%2012:44:16%20GMT	https://uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6408855c52688225ab1f7d5c_Estately%20Agent%20-%20Jane%20Cooper.png	/Users/orjijoseph/websites/Home%20invest/uploads-ssl.webflow.com/64087d5b4d8daebee9cc0cf2/6408855c52688225ab1f7d5c_Estately%20Agent%20-%20Jane%20Cooper.png	(from https://homezy.webflow.io/homes/home-v1)
